instrumentToken|instrumentName|name|lastPrice|expiry|strike|tickSize|lotSize|instrumentType|segment|exchange|isin|multiplier|exchangeToken|OptionType
862|BAYERCROP|Bayer CropScience Ltd|4685.3|0|0|0.050000|1|EQ|CASH|NSE|INE462A01022|1|17927|- 
13925|BCLIL|BCL Industries Ltd|332|0|0|0.050000|1|EQ|CASH|NSE|INE412G01016|1|2513|- 
10080|BEARDSELL|Beardsell Ltd|22.65|0|0|0.050000|1|EQ|CASH|NSE|INE520H01022|1|17933|- 
10478|BEDMUTHA|Bedmutha Industries Ltd|68.45|0|0|0.050000|1|EQ|CASH|NSE|INE844K01012|1|20196|- 
445|BEML|BEML Ltd|1560.2|0|0|0.050000|1|EQ|CASH|NSE|INE258A01016|1|395|- 
870|BERGEPAINT|Berger Paints India Ltd|583.35|0|0|0.050000|1|EQ|CASH|NSE|INE463A01038|1|404|- 
37695|BESTAGRO|Best Agrolife Ltd|1542.55|0|0|0.050000|1|EQ|CASH|NSE|INE052T01013|1|2306|- 
10619|BFINVEST|BF Investment Ltd|294|0|0|0.050000|1|EQ|CASH|NSE|INE878K01010|1|21113|- 
6606|BFUTILITIE|BF Utilities Ltd|396.15|0|0|0.050000|1|EQ|CASH|NSE|INE243D01012|1|14567|- 
9186|BGRENERGY|BGR Energy Systems Ltd|71|0|0|0.050000|1|EQ|CASH|NSE|INE661I01014|1|15189|- 
13869|BHAGIL|Bhageria Industries Ltd|165.7|0|0|0.050000|1|EQ|CASH|NSE|INE354C01027|1|13400|- 
31100|BHAGCHEM|Bhagiradha Chemicals & Industries Ltd|1425.35|0|0|0.050000|1|EQ|CASH|NSE|INE414D01019|1|6164|- 
92|BHAGYANGR|Bhagyanagar India Ltd|43.95|0|0|0.050000|1|EQ|CASH|NSE|INE458B01036|1|20776|- 
21519|BHAGYAPROP|Bhagyanagar Properties Ltd|41.35|0|0|0.050000|1|EQ|CASH|NSE|INE363W01018|1|21332|- 
69147|BHANDHOS|Bhandari Hosiery Exports Ltd|5.35|0|0|0.050000|1|EQ|CASH|NSE|INE474E01029|1|19556|- 
242|BEPL|Bhansali Engineering Polymers Ltd|109.75|0|0|0.050000|1|EQ|CASH|NSE|INE922A01025|1|419|- 
7543|ICICIB22|Bharat 22 ETF|55.07|0|0|0.010000|1|EQ|CASH|NSE|INF109KB15Y7|1|522|- 
330|BBL|Bharat Bijlee Ltd|1981.8|0|0|0.050000|1|EQ|CASH|NSE|INE464A01028|1|13761|- 
17367|EBBETF0423|Bharat Bond ETF - April 2023|1193.9|0|0|0.010000|1|EQ|CASH|NSE|INF754K01KN4|1|16222|- 
1011|EBBETF0425|Bharat Bond ETF - April 2025|1081.19|0|0|0.010000|1|EQ|CASH|NSE|INF754K01LD3|1|22243|- 
17370|EBBETF0430|Bharat Bond ETF - April 2030|1211.61|0|0|0.010000|1|EQ|CASH|NSE|INF754K01KO2|1|16253|- 
27355|EBBETF0431|Bharat Bond ETF - April 2031|1077.55|0|0|0.010000|1|EQ|CASH|NSE|INF754K01LE1|1|22239|- 
14519|BBETF0432|Bharat Bond ETF - April 2032|1009.79|0|0|0.010000|1|EQ|CASH|NSE|INF754K01OB1|1|7196|- 
29632|BDL|Bharat Dynamics Ltd|995.2|0|0|0.050000|1|EQ|CASH|NSE|INE171Z01018|1|2144|- 
440|BEL|Bharat Electronics Ltd|105.05|0|0|0.050000|1|EQ|CASH|NSE|INE263A01024|1|383|- 
876|BHARATFORG|Bharat Forge Ltd|806.65|0|0|0.050000|1|EQ|CASH|NSE|INE465A01025|1|422|- 
310|BHARATGEAR|Bharat Gears Ltd|139.2|0|0|0.050000|1|EQ|CASH|NSE|INE561C01019|1|426|- 
878|BHEL|Bharat Heavy Electricals Ltd|71.1|0|0|0.050000|1|EQ|CASH|NSE|INE257A01026|1|438|- 
907|BPCL|Bharat Petroleum Corporation Ltd|302.6|0|0|0.050000|1|EQ|CASH|NSE|INE029A01011|1|526|- 
335|BHARATRAS|Bharat Rasayan Ltd|11422.1|0|0|0.050000|1|EQ|CASH|NSE|INE838B01013|1|3834|- 
14968|BRNL|Bharat Road Network Ltd|34.1|0|0|0.050000|1|EQ|CASH|NSE|INE727S01012|1|21683|- 
21502|BHARATWIRE|Bharat Wire Ropes Ltd|122.15|0|0|0.050000|1|EQ|CASH|NSE|INE316L01019|1|16123|- 
3877|BHARTIARTL|Bharti Airtel Ltd|802.3|0|0|0.050000|1|EQ|CASH|NSE|INE397D01024|1|10604|- 
2989|BIL|Bhartiya International Ltd|212.65|0|0|0.050000|1|EQ|CASH|NSE|INE828A01016|1|7848|- 
15262|BIGBLOC|BIGBLOC Construction Ltd|141.45|0|0|0.050000|1|EQ|CASH|NSE|INE412U01025|1|18431|- 
4028|BIOCON|Biocon Ltd|272|0|0|0.050000|1|EQ|CASH|NSE|INE376G01013|1|11373|- 
889|BIOFILCHEM|Biofil Chemicals & Pharmaceuticals Ltd|47.95|0|0|0.050000|1|EQ|CASH|NSE|INE829A01014|1|4136|- 
893|BIRLACABLE|Birla Cable Ltd|131.15|0|0|0.050000|1|EQ|CASH|NSE|INE800A01015|1|477|- 
279|BIRLACORPN|Birla Corporation Ltd|909.05|0|0|0.050000|1|EQ|CASH|NSE|INE340A01012|1|480|- 
3101|BSOFT|Birlasoft Ltd|274.1|0|0|0.050000|1|EQ|CASH|NSE|INE836A01035|1|6994|- 
2060|BBOX|Black Box Ltd|166.2|0|0|0.050000|1|EQ|CASH|NSE|INE676A01027|1|3435|- 
2997|BLBLIMITED|BLB Ltd|20.25|0|0|0.050000|1|EQ|CASH|NSE|INE791A01024|1|8132|- 
4529|BLISSGVS|Bliss GVS Pharma Ltd|74.15|0|0|0.050000|1|EQ|CASH|NSE|INE416D01022|1|19265|- 
13554|BLS|BLS International Services Ltd|327.25|0|0|0.050000|1|EQ|CASH|NSE|INE153T01027|1|17279|- 
897|BLUEDART|Blue Dart Express Ltd|8267.55|0|0|0.050000|1|EQ|CASH|NSE|INE233B01017|1|495|- 
2693|BLUESTARCO|Blue Star Ltd|1210.4|0|0|0.050000|1|EQ|CASH|NSE|INE472A01039|1|8311|- 
5409|BODALCHEM|Bodal Chemicals Ltd|83.15|0|0|0.050000|1|EQ|CASH|NSE|INE338D01028|1|25017|- 
866|BBTC|Bombay Burmah Trading Corporation Ltd|862.7|0|0|0.050000|1|EQ|CASH|NSE|INE050A01025|1|380|- 
900|BOMDYEING|Bombay Dyeing & Manufacturing Company Ltd|86.75|0|0|0.050000|1|EQ|CASH|NSE|INE032A01023|1|513|- 
10864|BOROLTD|Borosil Ltd|447.8|0|0|0.050000|1|EQ|CASH|NSE|INE02PY01013|1|19401|- 
24483|BORORENEW|Borosil Renewables Ltd|565.65|0|0|0.050000|1|EQ|CASH|NSE|INE666D01022|1|3149|- 
1591|BOSCHLTD|Bosch Ltd|15646.35|0|0|0.050000|1|EQ|CASH|NSE|INE323A01026|1|2181|- 
911|BPL|BPL Ltd|70.15|0|0|0.050000|1|EQ|CASH|NSE|INE110A01019|1|530|- 
9164|BRIGADE|Brigade Enterprises Ltd|488.35|0|0|0.050000|1|EQ|CASH|NSE|INE791I01019|1|15184|- 
66988|BCG|Brightcom Group Ltd|35.45|0|0|0.050000|1|EQ|CASH|NSE|INE425B01027|1|8833|- 
919|BRITANNIA|Britannia Industries Ltd|3713.1|0|0|0.050000|1|EQ|CASH|NSE|INE216A01030|1|547|- 
73260|BSE|BSE Ltd|611.15|0|0|0.050000|1|EQ|CASH|NSE|INE118H01025|1|19585|- 
924|BSL|BSL Ltd|140.4|0|0|0.050000|1|EQ|CASH|NSE|INE594B01012|1|559|- 
9189|BURNPUR|Burnpur Cement Ltd|4.85|0|0|0.050000|1|EQ|CASH|NSE|INE817H01014|1|15194|- 
190611|BUTTERFLY|Butterfly Gandhimathi Appliances Ltd|1710.95|0|0|0.050000|1|EQ|CASH|NSE|INE295F01017|1|2716|- 
14617|MAPMYINDIA|C.E. Info Systems Ltd|1350.95|0|0|0.050000|1|EQ|CASH|NSE|INE0BV301023|1|7227|- 
3003|CALSOFT|California Software Company Ltd|23.95|0|0|0.050000|1|EQ|CASH|NSE|INE526B01014|1|8341|- 
8538|CTE|Cambridge Technology Enterprises Ltd|65.1|0|0|0.050000|1|EQ|CASH|NSE|INE627H01017|1|14218|- 
26898|CAMLINFINE|Camlin Fine Sciences Ltd|151.95|0|0|0.050000|1|EQ|CASH|NSE|INE052I01032|1|6216|- 
13419|CAMPUS|Campus Activewear Ltd|572.9|0|0|0.050000|1|EQ|CASH|NSE|INE278Y01022|1|9362|- 
932|CANFINHOME|Can Fin Homes Ltd|525.85|0|0|0.050000|1|EQ|CASH|NSE|INE477A01020|1|583|- 
3910|CANBK|Canara Bank|284.2|0|0|0.050000|1|EQ|CASH|NSE|INE476A01014|1|10794|- 
10465|CANTABIL|Cantabil Retail India Ltd|1305|0|0|0.050000|1|EQ|CASH|NSE|INE068L01016|1|20160|- 
19092|CAPACITE|Capacite Infraprojects Ltd|167.6|0|0|0.050000|1|EQ|CASH|NSE|INE264T01014|1|21749|- 
17581|CAPITALT|Capital Trust Ltd|91.6|0|0|0.050000|1|EQ|CASH|NSE|INE707C01018|1|19447|- 
215193|CAPPL|Caplin Point Laboratories Ltd|744.75|0|0|0.050000|1|EQ|CASH|NSE|INE475E01026|1|3906|- 
7120|CGCL|Capri Global Capital Ltd|756.1|0|0|0.050000|1|EQ|CASH|NSE|INE180C01026|1|20329|- 
455|CARBORUNIV|Carborundum Universal Ltd|851.3|0|0|0.050000|1|EQ|CASH|NSE|INE120A01034|1|595|- 
11565|CARERATING|CARE Ratings Ltd|498|0|0|0.050000|1|EQ|CASH|NSE|INE752H01013|1|29113|- 
10446|CAREERP|Career Point Ltd|125.5|0|0|0.050000|1|EQ|CASH|NSE|INE521J01018|1|20086|- 
25386|CARTRADE|Cartrade Tech Ltd|573.15|0|0|0.050000|1|EQ|CASH|NSE|INE290S01011|1|5407|- 
941|CASTROLIND|Castrol India Ltd|124.95|0|0|0.050000|1|EQ|CASH|NSE|INE172A01027|1|1250|- 
4061|CCL|CCL Products (India) Ltd|481.4|0|0|0.050000|1|EQ|CASH|NSE|INE421D01022|1|11452|- 
947|CEATLTD|CEAT Ltd|1492.85|0|0|0.050000|1|EQ|CASH|NSE|INE482A01020|1|15254|- 
7734|CELEBRITY|Celebrity Fashions Ltd|22.35|0|0|0.050000|1|EQ|CASH|NSE|INE185H01016|1|13162|- 
8922|CENTRALBK|Central Bank of India|20.9|0|0|0.050000|1|EQ|CASH|NSE|INE483A01010|1|14894|- 
6829|CDSL|Central Depository Services (India) Ltd|1231|0|0|0.050000|1|EQ|CASH|NSE|INE736A01011|1|21174|- 
11805|CENTRUM|Centrum Capital Ltd|23.1|0|0|0.050000|1|EQ|CASH|NSE|INE660C01027|1|2454|- 
3951|CENTUM|Centum Electronics Ltd|600.65|0|0|0.050000|1|EQ|CASH|NSE|INE320B01020|1|14982|- 
337|CENTENKA|Century Enka Ltd|431.55|0|0|0.050000|1|EQ|CASH|NSE|INE485A01015|1|619|- 
6656|CENTURYPLY|Century Plyboards (India) Ltd|633.45|0|0|0.050000|1|EQ|CASH|NSE|INE348B01021|1|13305|- 
953|CENTURYTEX|Century Textiles & Industries Ltd|814.05|0|0|0.050000|1|EQ|CASH|NSE|INE055A01016|1|625|- 
6611|CERA|Cera Sanitaryware Ltd|5421.5|0|0|0.050000|1|EQ|CASH|NSE|INE739E01017|1|15039|- 
7157|CEREBRAINT|Cerebra Integrated Technologies Ltd|35.9|0|0|0.050000|1|EQ|CASH|NSE|INE345B01019|1|30012|- 
955|CESC|CESC Ltd|77.9|0|0|0.050000|1|EQ|CASH|NSE|INE486A01021|1|628|- 
1015|CGPOWER|CG Power & Industrial Solutions Ltd|253.2|0|0|0.050000|1|EQ|CASH|NSE|INE067A01029|1|760|- 
12198|CHALET|Chalet Hotels Ltd|364.75|0|0|0.050000|1|EQ|CASH|NSE|INE427F01016|1|8546|- 
3376|CHAMANSEQ|Chamanlal Setia Exports Ltd|112.9|0|0|0.050000|1|EQ|CASH|NSE|INE419D01026|1|3482|- 
960|CHAMBLFERT|Chambal Fertilisers & Chemicals Ltd|326.75|0|0|0.050000|1|EQ|CASH|NSE|INE085A01013|1|637|- 
2412|CHEMBOND|Chembond Chemicals Ltd|199.6|0|0|0.050000|1|EQ|CASH|NSE|INE995D01025|1|14618|- 
12718|CHEMCON|Chemcon Speciality Chemicals Ltd|431.4|0|0|0.050000|1|EQ|CASH|NSE|INE03YM01018|1|270|- 
11881|CHEMFAB|Chemfab Alkalis Ltd|349.3|0|0|0.050000|1|EQ|CASH|NSE|INE783X01023|1|2799|- 
962|CHEMPLASTS|Chemplast Sanmar Ltd|392.65|0|0|0.050000|1|EQ|CASH|NSE|INE488A01050|1|5449|- 
1555|CHENNPETRO|Chennai Petroleum Corporation Ltd|234.3|0|0|0.050000|1|EQ|CASH|NSE|INE178A01016|1|2049|- 
19065|CHEVIOT|Cheviot Company Ltd|1176.3|0|0|0.050000|1|EQ|CASH|NSE|INE974B01016|1|9879|- 
39490|CHOICEIN|Choice International Ltd|254.85|0|0|0.050000|1|EQ|CASH|NSE|INE102B01014|1|8866|- 
674|CHOLAHLDNG|Cholamandalam Financial Holdings Ltd|632.35|0|0|0.050000|1|EQ|CASH|NSE|INE149A01033|1|21740|- 
972|CHOLAFIN|Cholamandalam Investment & Finance Company Ltd|715.75|0|0|0.050000|1|EQ|CASH|NSE|INE121A01024|1|685|- 
11865|CIGNITI|Cigniti Technologies Ltd|617.2|0|0|0.050000|1|EQ|CASH|NSE|INE675C01017|1|5142|- 
8562|CINELINE|Cineline India Ltd|101.8|0|0|0.050000|1|EQ|CASH|NSE|INE704H01022|1|27161|- 
3018|CINEVISTA|Cinevista Ltd|12.65|0|0|0.050000|1|EQ|CASH|NSE|INE039B01026|1|8024|- 
979|CIPLA|Cipla Ltd|1155.9|0|0|0.050000|1|EQ|CASH|NSE|INE059A01026|1|694|- 
2240|CUB|City Union Bank Ltd|186.75|0|0|0.050000|1|EQ|CASH|NSE|INE491A01021|1|5701|- 
16645|CLEDUCATE|CL Educate Ltd|149.6|0|0|0.050000|1|EQ|CASH|NSE|INE201M01029|1|20223|- 
460|CLNINDIA|Clariant Chemicals (India) Ltd|409.65|0|0|0.050000|1|EQ|CASH|NSE|INE492A01029|1|715|- 
26263|CLEAN|Clean Science & Technology Ltd|1633.05|0|0|0.050000|1|EQ|CASH|NSE|INE227W01023|1|5049|- 
78852|CMI|CMI Ltd|22.9|0|0|0.050000|1|EQ|CASH|NSE|INE981B01011|1|19133|- 
5360|CMSINFO|CMS Info Systems Ltd|331.55|0|0|0.050000|1|EQ|CASH|NSE|INE925R01014|1|7603|- 
10512|COALINDIA|Coal India Ltd|239.95|0|0|0.050000|1|EQ|CASH|NSE|INE522F01014|1|20374|- 
17163|COASTCORP|Coastal Corporation Ltd|305.75|0|0|0.050000|1|EQ|CASH|NSE|INE377E01016|1|6006|- 
14504|COCHINSHIP|Cochin Shipyard Ltd|542.15|0|0|0.050000|1|EQ|CASH|NSE|INE704P01017|1|21508|- 
39964|COFFEEDAY|Coffee Day Enterprises Ltd|50.25|0|0|0.050000|1|EQ|CASH|NSE|INE335K01011|1|11165|- 
4109|COFORGE|Coforge Ltd|3895.3|0|0|0.050000|1|EQ|CASH|NSE|INE591G01017|1|11543|- 
993|COLPAL|Colgate-Palmolive (India) Ltd|1616.6|0|0|0.050000|1|EQ|CASH|NSE|INE259A01022|1|15141|- 
7163|COMPUAGE|Compuage Infocom Ltd|23.4|0|0|0.050000|1|EQ|CASH|NSE|INE070C01037|1|17632|- 
6555|COMPUSOFT|Compucom Software Ltd|22.35|0|0|0.050000|1|EQ|CASH|NSE|INE453B01029|1|31138|- 
799|CAMS|Computer Age Management Services Ltd|2615.9|0|0|0.050000|1|EQ|CASH|NSE|INE596I01012|1|342|- 
12456|CONFIPET|Confidence Petroleum India Ltd|68.25|0|0|0.050000|1|EQ|CASH|NSE|INE552D01024|1|10238|- 
4270|CONSOFINVT|Consolidated Finvest & Holdings Ltd|135.6|0|0|0.050000|1|EQ|CASH|NSE|INE025A01027|1|11731|- 
159|CONCOR|Container Corporation Of India Ltd|759.35|0|0|0.050000|1|EQ|CASH|NSE|INE111A01025|1|4749|- 
16100|CONTROLPR|Control Print Ltd|442.5|0|0|0.050000|1|EQ|CASH|NSE|INE663B01015|1|17477|- 
11761|CORALFINAC|Coral India Finance & Housing Ltd|35.8|0|0|0.050000|1|EQ|CASH|NSE|INE558D01021|1|4007|- 
9233|CORDSCABLE|Cords Cable Industries Ltd|65.25|0|0|0.050000|1|EQ|CASH|NSE|INE792I01017|1|15271|- 
1002|COROMANDEL|Coromandel International Ltd|979.75|0|0|0.050000|1|EQ|CASH|NSE|INE169A01031|1|739|- 
1007|COSMOFIRST|Cosmo First Ltd|761.05|0|0|0.050000|1|EQ|CASH|NSE|INE757A01017|1|742|- 
195|COUNCODOS|Country Condos Ltd|3.9|0|0|0.050000|1|EQ|CASH|NSE|INE695B01025|1|16986|- 
179044|CPSEETF|CPSE ETF*|37.08|0|0|0.010000|1|EQ|CASH|NSE|INF457M01133|1|2328|- 
14560|CRAFTSMAN|Craftsman Automation Ltd|2964.6|0|0|0.050000|1|EQ|CASH|NSE|INE00LO01017|1|2854|- 
3629|CREATIVEYE|Creative Eye Ltd|4.7|0|0|0.050000|1|EQ|CASH|NSE|INE230B01021|1|9384|- 
18069|CREATIVE|Creative Newtech Ltd|450.1|0|0|0.050000|1|EQ|CASH|NSE|INE985W01018|1|11155|- 
11782|CREDITACC|CreditAccess Grameen Ltd|976.4|0|0|0.050000|1|EQ|CASH|NSE|INE741K01010|1|4421|- 
25895|CREST|Crest Ventures Ltd|178.4|0|0|0.050000|1|EQ|CASH|NSE|INE559D01011|1|13900|- 
1012|CRISIL|CRISIL Ltd|2986.5|0|0|0.050000|1|EQ|CASH|NSE|INE007A01025|1|757|- 
12881|CROMPTON|Crompton Greaves Consumer Electricals Ltd|377.9|0|0|0.050000|1|EQ|CASH|NSE|INE299U01018|1|17094|- 
12868|CROWN|Crown Lifters Ltd|36.9|0|0|0.050000|1|EQ|CASH|NSE|INE491V01019|1|8083|- 
11838|CSBBANK|CSB Bank Ltd|229.25|0|0|0.050000|1|EQ|CASH|NSE|INE679A01013|1|14966|- 
97055|CSLFINANCE|CSL Finance Ltd|241.8|0|0|0.050000|1|EQ|CASH|NSE|INE718F01018|1|10350|- 
462|CUBEXTUB|Cubex Tubings Ltd|26.9|0|0|0.050000|1|EQ|CASH|NSE|INE144D01012|1|4064|- 
1495|CUMMINSIND|Cummins India Ltd|1224.7|0|0|0.050000|1|EQ|CASH|NSE|INE298A01020|1|1901|- 
17462|CUPID|Cupid Ltd|229.85|0|0|0.050000|1|EQ|CASH|NSE|INE509F01011|1|18520|- 
6760|CYBERMEDIA|Cyber Media (India) Ltd|19.6|0|0|0.050000|1|EQ|CASH|NSE|INE278G01037|1|11842|- 
2344|CYBERTECH|Cybertech Systems & Software Ltd|139.8|0|0|0.050000|1|EQ|CASH|NSE|INE214A01019|1|6051|- 
2251|CYIENT|Cyient Ltd|754.95|0|0|0.050000|1|EQ|CASH|NSE|INE136B01020|1|5748|- 
10062|DBCORP|D B Corp Ltd|117.2|0|0|0.050000|1|EQ|CASH|NSE|INE950I01011|1|17881|- 
10169|DBREALTY|D B Realty Ltd|95.7|0|0|0.050000|1|EQ|CASH|NSE|INE879I01012|1|18124|- 
3237|DPWIRES|D P Wires Ltd|422.15|0|0|0.050000|1|EQ|CASH|NSE|INE864X01013|1|16900|- 
12597|DPABHUSHAN|D. P. Abhushan Ltd|393.15|0|0|0.050000|1|EQ|CASH|NSE|INE266Y01019|1|936|- 
1019|DABUR|Dabur India Ltd|532.15|0|0|0.050000|1|EQ|CASH|NSE|INE016A01026|1|772|- 
85758|DALBHARAT|Dalmia Bharat Ltd|1532.2|0|0|0.050000|1|EQ|CASH|NSE|INE00R701025|1|8075|- 
1023|DALMIASUG|Dalmia Bharat Sugar & Industries Ltd|317.75|0|0|0.050000|1|EQ|CASH|NSE|INE495A01022|1|781|- 
73706|DAMOINDUS|Damodar Industries Ltd|45.45|0|0|0.050000|1|EQ|CASH|NSE|INE497D01022|1|17541|- 
33793|DANGEE|Dangee Dums Ltd|21.65|0|0|0.050000|1|EQ|CASH|NSE|INE688Y01022|1|1110|- 
13562|DATAPATTNS|Data Patterns (India) Ltd|1356.65|0|0|0.050000|1|EQ|CASH|NSE|INE0IX101010|1|7358|- 
4047|DATAMATICS|Datamatics Global Services Ltd|306.55|0|0|0.050000|1|EQ|CASH|NSE|INE365B01017|1|11423|- 
5792|DBSTOCKBRO|DB (International) Stock Brokers Ltd|26.45|0|0|0.050000|1|EQ|CASH|NSE|INE921B01025|1|31107|- 
27837|DCI|DC Infotech & Communication Ltd|113.35|0|0|0.050000|1|EQ|CASH|NSE|INE0A1101019|1|11566|- 
8292|DCBBANK|DCB Bank Ltd|99.85|0|0|0.050000|1|EQ|CASH|NSE|INE503A01015|1|13725|- 
221|DCM|DCM Ltd|79.3|0|0|0.050000|1|EQ|CASH|NSE|INE498A01018|1|805|- 
18403|DCMNVL|DCM Nouvelle Ltd|147.85|0|0|0.050000|1|EQ|CASH|NSE|INE08KP01019|1|11039|- 
31501|DCMSRMIND|DCM Shriram Industries Ltd|77.4|0|0|0.050000|1|EQ|CASH|NSE|INE843D01027|1|7325|- 
1030|DCMSHRIRAM|DCM Shriram Ltd|1060.45|0|0|0.050000|1|EQ|CASH|NSE|INE499A01024|1|811|- 
1032|DCW|DCW Ltd|58.9|0|0|0.050000|1|EQ|CASH|NSE|INE500A01029|1|817|- 
2098|DENORA|DE Nora India Ltd|785.4|0|0|0.050000|1|EQ|CASH|NSE|INE244A01016|1|4279|- 
12740|DIL|Debock Industries Ltd|23.35|0|0|0.050000|1|EQ|CASH|NSE|INE411Y01011|1|8657|- 
1034|DECCANCE|Deccan Cements Ltd|501.5|0|0|0.050000|1|EQ|CASH|NSE|INE583C01021|1|14838|- 
50480|DEEPINDS|Deep Industries Ltd|296.4|0|0|0.050000|1|EQ|CASH|NSE|INE0FHS01016|1|3292|- 
1036|DEEPAKFERT|Deepak Fertilizers & Petrochemicals Corp Ltd|1018.95|0|0|0.050000|1|EQ|CASH|NSE|INE501A01019|1|827|- 
1038|DEEPAKNTR|Deepak Nitrite Ltd|2253|0|0|0.050000|1|EQ|CASH|NSE|INE288B01029|1|19943|- 
14906|DELHIVERY|Delhivery Ltd|383.4|0|0|0.050000|1|EQ|CASH|NSE|INE148O01028|1|9599|- 
10798|DELPHIFX|Delphi World Money Ltd|437.95|0|0|0.050000|1|EQ|CASH|NSE|INE726L01019|1|24391|- 
8781|DELTACORP|Delta Corp Ltd|221.9|0|0|0.050000|1|EQ|CASH|NSE|INE124G01033|1|15044|- 
176|DELTAMAGNT|Delta Manufacturing Ltd|75.85|0|0|0.050000|1|EQ|CASH|NSE|INE393A01011|1|1214|- 
10011|DEN|Den Networks Ltd|32.75|0|0|0.050000|1|EQ|CASH|NSE|INE947J01015|1|17722|- 
9039|DEVIT|Dev Information Technology Ltd|234.45|0|0|0.050000|1|EQ|CASH|NSE|INE060X01018|1|8146|- 
31169|DEVYANI|Devyani International Ltd|194.5|0|0|0.050000|1|EQ|CASH|NSE|INE872J01023|1|5373|- 
4265|DFM|DFM Foods Ltd|380.25|0|0|0.050000|1|EQ|CASH|NSE|INE456C01020|1|19271|- 
121562|DBOL|Dhampur Bio Organics Ltd|161.1|0|0|0.050000|1|EQ|CASH|NSE|INE0I3401014|1|10893|- 
1046|DHAMPURSUG|Dhampur Sugar Mills Ltd|203.9|0|0|0.050000|1|EQ|CASH|NSE|INE041A01016|1|857|- 
9295|DHANI|Dhani Services Ltd|52.1|0|0|0.050000|1|EQ|CASH|NSE|INE274G01010|1|15384|- 
4022|DHANBANK|Dhanlaxmi Bank Ltd|12.3|0|0|0.050000|1|EQ|CASH|NSE|INE680A01011|1|11359|- 
4588|DHANUKA|Dhanuka Agritech Ltd|680.05|0|0|0.050000|1|EQ|CASH|NSE|INE435G01025|1|24409|- 
468|DHARAMSI|Dharamsi Morarji Chemicals Co Ltd|378.55|0|0|0.050000|1|EQ|CASH|NSE|INE505A01010|1|6973|- 
37258|DHRUV|Dhruv Consultancy Services Ltd|58.7|0|0|0.050000|1|EQ|CASH|NSE|INE506Z01015|1|6858|- 
10693|DHUNINV|Dhunseri Investments Ltd|648.05|0|0|0.050000|1|EQ|CASH|NSE|INE320L01011|1|22233|- 
26900|DTIL|Dhunseri Tea & Industries Ltd|197.5|0|0|0.050000|1|EQ|CASH|NSE|INE341R01014|1|6227|- 
5354|DVL|Dhunseri Ventures Ltd|219.25|0|0|0.050000|1|EQ|CASH|NSE|INE477B01010|1|15214|- 
985|DICIND|DIC India Ltd|406.3|0|0|0.050000|1|EQ|CASH|NSE|INE303A01010|1|703|- 
22899|DGCONTENT|Digicontent Ltd|19.4|0|0|0.050000|1|EQ|CASH|NSE|INE03JI01017|1|10346|- 
580|DIGISPICE|DigiSpice Technologies Ltd|25.75|0|0|0.050000|1|EQ|CASH|NSE|INE927C01020|1|16683|- 
98129|DNAMEDIA|Diligent Media Corporation Ltd|3.85|0|0|0.050000|1|EQ|CASH|NSE|INE016M01021|1|641|- 
12067|DBL|Dilip Buildcon Ltd|220.1|0|0|0.050000|1|EQ|CASH|NSE|INE917M01012|1|18086|- 
8725|DISHTV|Dish TV India Ltd|16.4|0|0|0.050000|1|EQ|CASH|NSE|INE836F01026|1|14537|- 
15854|DCAL|Dishman Carbogen Amcis Ltd|100.3|0|0|0.050000|1|EQ|CASH|NSE|INE385W01011|1|21704|- 
3924|DIVISLAB|Divis Laboratories Ltd|3597.15|0|0|0.050000|1|EQ|CASH|NSE|INE361B01024|1|10940|- 
14976|DIXON|Dixon Technologies (India) Ltd|4324.95|0|0|0.050000|1|EQ|CASH|NSE|INE935N01020|1|21690|- 
8848|DLF|DLF Ltd|369.75|0|0|0.050000|1|EQ|CASH|NSE|INE271C01023|1|14732|- 
10045|DLINKINDIA|D-Link India Ltd|247.8|0|0|0.050000|1|EQ|CASH|NSE|INE250K01012|1|17851|- 
13671|DODLA|Dodla Dairy Ltd|513.95|0|0|0.050000|1|EQ|CASH|NSE|INE021O01019|1|4822|- 
26554|DOLATALGO|Dolat Algotech Ltd|66.1|0|0|0.050000|1|EQ|CASH|NSE|INE966A01022|1|12124|- 
18079|DOLLAR|Dollar Industries Ltd|508.9|0|0|0.050000|1|EQ|CASH|NSE|INE325C01035|1|20560|- 
4861|DONEAR|Donear Industries Ltd|57.45|0|0|0.050000|1|EQ|CASH|NSE|INE668D01028|1|13839|- 
11770|LALPATHLAB|Dr Lal Pathlabs Ltd|2624.9|0|0|0.050000|1|EQ|CASH|NSE|INE600L01024|1|11654|- 
1055|DRREDDY|Dr Reddys Laboratories Ltd|4442.35|0|0|0.050000|1|EQ|CASH|NSE|INE089A01023|1|881|- 
14212|DREAMFOLKS|Dreamfolks Services Ltd|408.1|0|0|0.050000|1|EQ|CASH|NSE|INE0JS101016|1|10859|- 
3993|DREDGECORP|Dredging Corporation of India Ltd|346.6|0|0|0.050000|1|EQ|CASH|NSE|INE506A01018|1|11271|- 
7841|LIQUIDETF|DSP BlackRock Liquid ETF|999.99|0|0|0.010000|1|EQ|CASH|NSE|INF740KA1EU7|1|1927|- 
12789|DSPNEWETF|DSP Nifty 50 Equal Weight ETF|204.62|0|0|0.010000|1|EQ|CASH|NSE|INF740KA1QK2|1|6606|- 
15540|DSPN50ETF|DSP Nifty 50 ETF|177.86|0|0|0.010000|1|EQ|CASH|NSE|INF740KA1CL0|1|7451|- 
